timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
734576169,734573172,0.29797703,2.14671e-06,-2.2983756,1.0064974,0.5831588,1.0361656,0
734677862,734674653,0.2981128,2.1453236e-06,0.9239229,1.0233898,0.092680395,1.0242858,0
734779197,734776149,0.29819328,2.1438593e-06,-1.3492527,1.0025576,0.20175985,1.0022055,0
734880341,734877646,0.2982021,2.1415722e-06,0.18283796,1.0026077,0.0037047525,1.0,0
735078622,735075559,0.2983685,2.1361955e-06,-0.8734665,1.0025706,0.08455416,1.0,0
735179724,735177043,0.29831615,2.134223e-06,0.4425677,1.0026035,0.021706395,1.0,0
735281224,735278565,0.29826114,2.1323915e-06,-0.09389815,1.0306973,0.0009504744,1.0178486,0
735383047,735380106,0.29843888,2.129391e-06,0.4562255,1.0026819,0.023065,1.0,0
735484162,735481528,0.29849735,2.126316e-06,-0.2976165,1.0026187,0.009816027,1.0,0
735575925,735572859,0.29874685,2.120557e-06,1.0747905,1.0057967,0.12761301,1.0097303,0
735677107,735674350,0.2988038,2.1181957e-06,0.14768288,1.0317382,0.002348812,1.02035,0
735874186,735872309,0.298951,2.1160813e-06,-1.4655445,1.0313582,0.2313907,1.0341914,0
735975702,735973750,0.29906094,2.1137737e-06,-0.57117176,1.0180523,0.035605807,1.0064734,0
736078352,736075243,0.29914546,2.1120027e-06,0.64012146,1.0025517,0.04541251,1.0,0
736179481,736176734,0.29929644,2.1101464e-06,0.28895855,1.0044014,0.009236794,1.0,0
736280586,736278357,0.29946232,2.109542e-06,-2.0419292,1.002528,0.46210682,1.0264717,0
736382748,736379722,0.29957584,2.1082285e-06,0.03854829,1.0179927,0.00016218961,1.006276,0
736479147,736476135,0.29967675,2.1052194e-06,0.34576166,1.0025175,0.013250101,1.0,0
736575185,736572556,0.29966328,2.1034848e-06,-0.83601975,1.0127623,0.07668017,1.0036408,0
736677364,736674045,0.2997025,2.102973e-06,1.5648949,1.0261122,0.26517525,1.0456918,0
736782570,736780613,0.29985914,2.1035153e-06,-0.28523913,1.0473917,0.008631108,1.0318137,0
736873841,736871953,0.29992136,2.1008264e-06,-0.5027303,1.0049038,0.027944937,1.0,0
736975325,736973444,0.30001363,2.0998705e-06,-0.42334062,1.0025302,0.019862775,1.0,0
737078097,737074937,0.3001224,2.0985417e-06,0.16026837,1.0025568,0.002846716,1.0,0
737178466,737176526,0.30017275,2.0978966e-06,-0.089817196,1.0024079,0.0008941945,1.0,0
737279803,737277937,0.30032668,2.0980017e-06,-1.9477509,1.0024964,0.4204763,1.0182964,0
737381836,737379434,0.30031493,2.0977438e-06,-0.19774425,1.0294571,0.0042204326,1.0167072,0
737477934,737475845,0.300449,2.0959956e-06,-0.35074246,1.0025079,0.013634725,1.0,0
737579418,737577561,0.3005756,2.0954249e-06,0.059958756,1.0024482,0.00039847475,1.0,0
737681068,737678812,0.30055684,2.0952587e-06,0.41249585,1.0024148,0.018860325,1.0,0
737782273,737780314,0.30068594,2.0943326e-06,-1.1449683,1.0091244,0.1443443,1.0046841,0
737873735,737871634,0.30082905,2.0898399e-06,-1.0854026,1.0025709,0.1305642,1.0,0
737975280,737973139,0.30096284,2.0886016e-06,-0.21346512,1.0025419,0.0050502033,1.0,0
738076698,738074706,0.3011618,2.0875755e-06,-1.8404696,1.0025698,0.3754051,1.0143929,0
738179174,738176124,0.30107272,2.0874984e-06,0.93661416,1.0185239,0.095699064,1.0193261,0
738377114,738374010,0.30142412,2.086022e-06,-1.8618034,1.0025347,0.384172,1.0151067,0
738478037,738475784,0.3016744,2.0848086e-06,-2.0755262,1.002642,0.47738424,1.0211716,0
738579743,738576989,0.30180976,2.0839473e-06,-0.63390344,1.0024494,0.044539083,1.0,0
738681485,738678485,0.30175632,2.084467e-06,0.8684541,1.0023791,0.08360249,1.0030713,0
738782665,738779977,0.30173093,2.0850714e-06,0.7580768,1.0023286,0.06370503,1.0,0
738879685,738876382,0.30147606,2.0862533e-06,0.2607358,1.0533738,0.007170945,1.0422767,0
739082383,739079359,0.30161527,2.0869247e-06,0.04729706,1.0101374,0.00024606244,1.0,0
739173823,739170706,0.30163145,2.0832983e-06,-0.49977124,1.0025076,0.02768295,1.0,0
739274903,739272188,0.30140537,2.084209e-06,1.7449657,1.0022422,0.3375659,1.0230669,0
739478285,739475164,0.3016868,2.0875943e-06,-0.6437104,1.0023525,0.045932285,1.0,0
739578695,739576650,0.30212763,2.0878745e-06,-1.3577898,1.010401,0.20273502,1.0103312,0
739680153,739678140,0.30215752,2.0876982e-06,0.735072,1.0138671,0.059215613,1.0104822,0
739781790,739779845,0.30214733,2.0873456e-06,0.8859695,1.0024003,0.087006934,1.0017952,0
739878157,739876075,0.30223465,2.0869127e-06,-0.67769676,1.0024098,0.05090764,1.0,0
739979644,739977531,0.3025085,2.0864716e-06,-0.3846007,1.0025195,0.016393995,1.0,0
740081077,740079024,0.30249086,2.0879143e-06,-1.8499659,1.002365,0.37936658,1.016214,0
740182543,740180503,0.30240807,2.0885439e-06,0.4535135,1.0098277,0.022630317,1.001357,0
740275021,740272109,0.3025023,2.0865746e-06,0.5227391,1.0023664,0.03029012,1.0,0
740376710,740373330,0.30252892,2.087361e-06,-0.4174388,1.0023323,0.01931663,1.0,0
740476857,740474816,0.3025248,2.0884236e-06,-0.23910572,1.0023378,0.006337578,1.0,0
740584068,740581381,0.30251202,2.0902742e-06,0.9539329,1.0023689,0.10087081,1.0015925,0
740674781,740672715,0.3024448,2.0881107e-06,0.6259664,1.0060716,0.043274365,1.0,0
740776944,740774258,0.30259326,2.088302e-06,-0.7487581,1.0023856,0.062144928,1.0,0
740878896,740875689,0.30253053,2.0889688e-06,0.6283386,1.0022924,0.043767374,1.0,0
740979226,740977176,0.3025009,2.090094e-06,0.8482134,1.0022681,0.079759754,1.0,0
741080981,741078667,0.3024671,2.089939e-06,0.26998866,1.002549,0.008078726,1.0,0
741182138,741180231,0.3023464,2.0903708e-06,0.29601523,1.002238,0.0097143715,1.0,0
741274541,741271494,0.3022909,2.0885047e-06,0.24943829,1.0024034,0.006896698,1.0,0
741375710,741372975,0.30228713,2.0887992e-06,0.8961774,1.0023903,0.08902432,1.0,0
742379677,742377681,0.30283588,2.0848606e-06,-0.55533034,1.0024719,0.03418126,1.0,0
742481342,742479415,0.30271563,2.0858422e-06,-0.35454565,1.002247,0.013935645,1.0,0
742573640,742570615,0.30255428,2.084204e-06,-0.91661024,1.0066277,0.09273806,1.0033392,0
742674646,742671981,0.30249706,2.084388e-06,0.5686401,1.0024004,0.03584192,1.0,0
742776085,742773465,0.30259973,2.0843613e-06,0.06578922,1.0074508,0.00047735684,1.0,0
742876987,742874947,0.30282083,2.0842247e-06,-0.35392165,1.0024185,0.0138842575,1.0,0
742973612,742971603,0.30268702,2.0840405e-06,0.17004871,1.0023631,0.0032053771,1.0,0
743075576,743072843,0.30275148,2.0836908e-06,0.3586979,1.0024874,0.014260548,1.0,0
743177556,743174323,0.3027969,2.0841526e-06,0.5477563,1.0110891,0.032971814,1.0025073,0
743279079,743275812,0.30262867,2.0900081e-06,0.5145469,1.0195869,0.028852481,1.0099689,0
743379619,743377487,0.30283886,2.0895022e-06,0.058480024,1.013911,0.00037477684,1.0011232,0
743481507,743478782,0.30274624,2.0900166e-06,0.08627054,1.0021865,0.000825152,1.0,0
743678873,743676676,0.3027733,2.0902864e-06,0.3322639,1.0023648,0.0122376485,1.0,0
743780001,743778151,0.30272526,2.0913194e-06,-0.6698412,1.0023783,0.049735844,1.0,0
743881762,743879710,0.30291027,2.0915618e-06,-0.64913446,1.014437,0.046153195,1.0050852,0
744079586,744077559,0.3027286,2.0913449e-06,0.8030033,1.0023819,0.07147578,1.0,0
744175823,744173932,0.3027875,2.0888285e-06,-0.34213328,1.0026865,0.012971284,1.0,0
744277614,744275418,0.30252144,2.0894283e-06,0.3753991,1.010104,0.015501649,1.0,0
745181917,745178819,0.30319187,2.0852308e-06,1.3247085,1.0023669,0.1945232,1.0101752,0
745283426,745280101,0.30317357,2.0855568e-06,0.030343413,1.0113412,0.0001011553,1.0,0
745373486,745371441,0.30318907,2.0830075e-06,0.3415267,1.0024493,0.012928388,1.0,0
745475627,745472905,0.30333495,2.0818818e-06,-0.54037964,1.0262759,0.031614866,1.0151564,0
745684184,745681014,0.30363682,2.0823434e-06,-1.5115082,1.0193458,0.24903303,1.0260056,0
745774208,745772306,0.30383027,2.0796567e-06,-1.4144211,1.0025151,0.22172979,1.0041056,0
745876157,745873765,0.30384398,2.0793468e-06,-0.5229814,1.0024678,0.03031514,1.0,0
745977259,745975241,0.3038376,2.0795342e-06,0.6694701,1.00237,0.049681164,1.0,0
746080015,746077032,0.30394596,2.0802518e-06,-0.4230725,1.0023857,0.01984048,1.0,0
746180896,746178202,0.30392283,2.0806879e-06,-0.09767908,1.0023872,0.0010576089,1.0,0
746282418,746279680,0.30385834,2.081611e-06,0.59356195,1.002335,0.03905501,1.0,0
746373664,746371025,0.30391848,2.0793145e-06,-0.075093836,1.0024292,0.00062504655,1.0,0
746480615,746477572,0.30390134,2.0804907e-06,0.77163744,1.0024121,0.06599907,1.0,0
746581759,746579129,0.303891,2.0798445e-06,0.19847381,1.0025868,0.0043655797,1.0,0
746683544,746680532,0.30398414,2.0791986e-06,0.3477409,1.0059199,0.013356897,1.0,0
746875640,746873347,0.30417305,2.0775858e-06,0.39958084,1.0155821,0.017468344,1.0059514,0
746977714,746975043,0.30436987,2.077279e-06,-0.92535913,1.0025455,0.09490171,1.0,0
747074282,747071284,0.3044525,2.0754321e-06,-0.54946005,1.0024704,0.033462487,1.0,0
747276594,747274196,0.30453384,2.0760356e-06,1.0449812,1.0024581,0.121034235,1.004654,0
747377738,747375673,0.30466092,2.076134e-06,-0.51589376,1.0024356,0.029499969,1.0,0
747480246,747477264,0.30469865,2.0767986e-06,-0.24989116,1.006904,0.006890825,1.0,0
747581340,747578639,0.3047936,2.0766993e-06,0.94731617,1.0024579,0.09946752,1.0027938,0
747682879,747680117,0.305038,2.076131e-06,0.12031305,1.0127176,0.0015881612,1.001377,0
747779612,747776531,0.30506766,2.0754878e-06,0.55957496,1.0023267,0.03471081,1.0,0
747880171,747878243,0.30473402,2.0784748e-06,1.0270239,1.0639033,0.11015809,1.0638467,0
748084019,748080963,0.3046339,2.0827044e-06,-0.08244109,1.0230783,0.00073813554,1.010526,0
748174498,748172330,0.3045902,2.0818616e-06,0.3885932,1.0043173,0.016706172,1.0,0
748281492,748278860,0.30454847,2.0845284e-06,0.18959263,1.0022653,0.0039849025,1.0,0
748377374,748375375,0.3045519,2.0849775e-06,-0.5173651,1.0022928,0.029672706,1.0,0
748473658,748471664,0.30489895,2.0841114e-06,-0.9654504,1.013521,0.10218442,1.0084764,0
748575357,748573148,0.30469877,2.0850584e-06,0.40176433,1.0171173,0.017633121,1.0064751,0
748676559,748674625,0.3046056,2.0866105e-06,-1.5639277,1.0052899,0.27033326,1.0170629,0
748778366,748776389,0.3047395,2.0890186e-06,-1.1541942,1.0021024,0.14770773,1.0022959,0
748879479,748877588,0.3048501,2.092981e-06,-0.1580393,1.002124,0.002769276,1.0,0
748981113,748979067,0.3047874,2.0961595e-06,-1.0803179,1.0135262,0.12794569,1.0119416,0
749082608,749080548,0.30491352,2.0995742e-06,-0.47892058,1.0044339,0.025372492,1.0,0
749179102,749176954,0.30505815,2.101576e-06,-0.38401765,1.0020826,0.016351452,1.0,0
749280521,749278485,0.30510265,2.1049918e-06,-0.7010443,1.0021539,0.054489657,1.0,0
749474281,749471250,0.30538902,2.1083108e-06,-0.11431983,1.0021412,0.001449011,1.0,0
749575395,749572731,0.30549112,2.1107157e-06,-0.31948486,1.0024296,0.011313687,1.0,0
749677163,749674379,0.30577442,2.113314e-06,-0.5604401,1.0182517,0.034273688,1.0067979,0
749777808,749775690,0.3059567,2.116318e-06,-1.4214597,1.020675,0.21995768,1.0211914,0
749874139,749872107,0.30584422,2.1187745e-06,-1.1002522,1.0343101,0.13004425,1.029456,0
749975575,749973579,0.30636072,2.1230358e-06,-0.46124023,1.1139331,0.02122036,1.1007789,0
750077423,750075063,0.30609238,2.1285673e-06,1.1138611,1.1556343,0.11928866,1.1601942,0
750280730,750278021,0.30584627,2.140675e-06,0.39788568,1.1988844,0.014672254,1.1874332,0
750382565,750379497,0.3058855,2.1465855e-06,-1.1837248,1.1542677,0.13488153,1.15199,0
750484048,750480977,0.3058834,2.1505077e-06,0.26685768,1.1159164,0.007090637,1.1038141,0
750574328,750572325,0.30587098,2.1502408e-06,0.44625092,1.0874867,0.020346597,1.0771515,0
750682153,750678871,0.30579486,2.153607e-06,1.0144672,1.0509065,0.108810164,1.0495592,0
750783358,750780342,0.30616102,2.154859e-06,-0.9849842,1.052432,0.10242879,1.0464673,0
750873574,750871675,0.3061894,2.1538326e-06,-1.2393978,1.0483449,0.16280763,1.0476798,0
750975152,750973155,0.30613396,2.1556957e-06,0.77187634,1.0217791,0.0647882,1.0170875,0
751076707,751074712,0.30601534,2.1584603e-06,0.45046365,1.05073,0.021457834,1.040681,0
751178109,751176111,0.305964,2.1624257e-06,-2.2808099,1.1343031,0.50957316,1.1705142,0
751279651,751277601,0.3057907,2.1826504e-06,3.716434,1.6251394,0.9443212,1.7253085,0
751376017,751373995,0.30578154,2.2066495e-06,0.12729216,22.514519,7.996466e-05,22.30421,0
751478222,751475784,0.30575716,2.231963e-06,7.013423,24.36994,0.22426583,24.381733,0
751578949,751576964,0.3057189,2.2570955e-06,6.2603464,24.263529,0.17947346,24.170227,0
751680336,751678434,0.30568367,2.2822921e-06,5.733407,23.66129,0.15436351,23.513554,0
751782025,751779910,0.3056458,2.307481e-06,6.080177,22.986513,0.17869683,22.847166,0
751873938,751871278,0.30560654,2.3301338e-06,5.884958,22.348595,0.17218447,22.189817,0
751975505,751972821,0.305565,2.3553202e-06,6.1667867,21.603851,0.19558889,21.452589,0
752081430,752079306,0.30552125,2.3817302e-06,6.2882247,20.808273,0.21114342,20.658699,0
752173372,752170614,0.30547622,2.4043327e-06,6.078877,20.01648,0.205124,19.935991,0
